cig;dd_numeri;capitoli;missioni;denominazioni_capitoli
B91E2778BF;DD 8582/2025;002100001007|014200000007|017500004001|048600001006|075500001006;01|05|09;AMBIENTE - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 030 || BIBLIOTECHE CIVICHE - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 030 || CIRCOSCRIZIONI COMUNALI - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || EDIFICI COMUNALI GESTIONE TECNICA - ACQUISTO DI SERVIZI - ATTUAZIONE DISPOSTI DI LEGGE - D.LGS.81/2008 - settore 030 || GESTIONE DEI BENI DEMANIALI E PATRIMONIALI - SPESE GENERALI DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030
B93E8915CA;DD 8642/2025;148200006001;11;PROTEZIONE CIVILE - ACQUISTO MATERIALI VARI ED ATTREZZATURE TECNICHE - SETT. 028
B93169D38A;DD 7882/2025;018940001006;01;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - MANUTENZIONE E PULIZIA LOCALI - settore 111
B9039CE7F1;DD 7626/2025;132200004003;05;PNRR M5C2-I2.2 CUP C14H22000020006 PIU A2 -ACQUISTO ATTREZZATURE INFORMATICHE, IMPIANTI AUDIOVISIVI E SISTEMA DI VIDEOSORVEGLIANZA PER LE BIBLIOTECHE CIVICHE TORINESI - VED. CAP. 31520008 E. - S. 25
B8F24ECA43;DD 7228/2025;098700014003;14;COMMERCIO E MERCATI - ACQUISTO DI MATERIALI - MATERIALI VARI - settore 134
B8E6400600;DD 7119/2025;116300002002;01;GESTIONE PARCO VEICOLI - MAGAZZINI E AUTORIMESSE - ACQUISTI - AUTOVEICOLI MOTOVEICOLI BICICLETTE ED ATTREZZATURE MECCANICHE VARIE - settore 055
B9290F144D;DD 8377/2025;012600024001;01;TRIBUTI E CATASTO - ACQUISTO DI SERVIZI - SERVIZI INFORMATICI - settore 013
B9342ACF40;DD 8763/2025|DD 8657/2025;108500002004;01;ORGANI ISTITUZIONALI PARTECIPAZIONE E DECENTRAMENTO - MANUTENZIONE STRAORDINARIA - settore 030
B8F7B909C7;DD 7229/2025|DD 8471/2025;098700011001|098700012003;14;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134 || COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - INIZIATIVE PER IL COMMERCIO - MANIFESTAZIONI - SETT. 134
B938224F86;DD 8470/2025;;;
B947ADE0FD;DD 8862/2025;;;
B90CA0D113;DD 7646/2025;002610002001;01;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - GIORNALI E RIVISTE - settore 005
B93120CED6;DD 8568/2025;060500009002;07;TURISMO - ACQUISTO DI BENI E SERVIZI - INIZIATIVE E MANIFESTAZIONI NAZIONALI ED INTERNAZIONALI ANCHE A RILIEVO TURISTICO - sett.0 69
B9345F4474;DD 8372/2025;057200007002;06;CENTRI SPORTIVI - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - S.R.E. IVA- settore 010
B8CEA91E2B;DD 7006/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B94984A895;DD 9018/2025;;;
B8BB433EA7;DD 6979/2025;118800000008;01;APP. AVANZO ACCANTONAMENTI 1526 - ACQUISTO ATTREZZATURE TECNOLOGICHE HARDWARE SISTEMI DI TELECOMUNICAZIONE E SICUREZZA - settore 027
B7FA0858F4;DD 5499/2025;026900012001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - BILANCIO CONSOLIDATO - settore 027
B90CC50EDD;DD 8765/2025|DD 8581/2025;014200000007|017500004001|017500005001|028000000003;01;DEMOLIZIONE STRUTTURE - settore 030 || EDIFICI COMUNALI GESTIONE TECNICA - ACQUISTO DI SERVIZI - ATTUAZIONE DISPOSTI DI LEGGE - D.LGS.81/2008 - settore 030 || EDIFICI COMUNALI GESTIONE TECNICA - ACQUISTO DI SERVIZI - RIMOZIONE E SMALTIMENTO DI RIFIUTI TOSSICO-NOCIVI E DI ALTRI MATERIALI - Set 030 || GESTIONE DEI BENI DEMANIALI E PATRIMONIALI - SPESE GENERALI DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030
B9407CBAA4;DD 8108/2025;126150001002;04;SCUOLE MATERNE - ACQUISTI - MOBILI E ARREDI UFFICI - settore 007
B8F826A13C;DD 8053/2025;002620006001;01;ALTRI SERVIZI GENERALI - PRESTAZIONI DI SERVIZI - SPESE PUBBLICAZIONE BANDI - settore 005
B86C5001E0;DD 5923/2025;;;
B9236639E7;DD 7617/2025;063320009001;09;PONTI - VIE D'ACQUA - INFRASTRUTTURE - PRESTAZIONI DI SERVIZI - MANUTENZIONE PONTI, ALVEI FLUVIALI E RIVI COLLINARI - settore 034
B92A8389D1;DD 8163/2025;063320009001;09;PONTI - VIE D'ACQUA - INFRASTRUTTURE - PRESTAZIONI DI SERVIZI - MANUTENZIONE PONTI, ALVEI FLUVIALI E RIVI COLLINARI - settore 034
B92D8C7C33;DD 7706/2025;126150001002|153500001002;04|12;ASILI NIDO - ACQUISTI - MOBILI E ARREDI UFFICI - settore 007 - R.IVA || SCUOLE MATERNE - ACQUISTI - MOBILI E ARREDI UFFICI - settore 007
B8FC559D78;DD 7245/2025;034300028001;03;POLIZIA MUNICIPALE - PRESTAZIONI DI SERVIZI - LICENZE SOFTWARE - SETT. 048
B9216D4EE5;DD 7835/2025;006800009001|006800018001;01;PERSONALE - ACQUISTO DI SERVIZI - AGGIORNAMENTO E FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004 || PERSONALE - ACQUISTO DI SERVIZI - SPESE PER FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE DERIVANTI DA OBBLIGHI DI LEGGE - settore 004
B907DEAC94;DD 8040/2025;118800000008;01;APP. AVANZO ACCANTONAMENTI 1526 - ACQUISTO ATTREZZATURE TECNOLOGICHE HARDWARE SISTEMI DI TELECOMUNICAZIONE E SICUREZZA - settore 027
B90BFDE9B3;DD 7325/2025;;;
B915EFFAEF;DD 8538/2025;;;
B9367A3062;DD 7918/2025;;;
B8E724D328;DD 7115/2025;033820001002;03;POLIZIA MUNICIPALE - ACQUISTO BENI DI CONSUMO - FORNITURE VESTIARIO E CALZATURE - settore 048
B7FAF7F4E0;DD 5723/2025;118630008002;01;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLE IMPRESE - TO1.1.2.1.B - VEDASI CAP.032500002001 ENTRATA - SETT.27
B90015F5E7;DD 7321/2025;021750006001;01;SERVIZIO ELETTORALE - SPESE DERIVANTI DA AGGIORNAMENTO LISTE ELETTORALI DA DISPOSIZIONI MINISTERIALI - Sett.018
B93EA2EA9A;DD 7909/2025;033820001002;03;POLIZIA MUNICIPALE - ACQUISTO BENI DI CONSUMO - FORNITURE VESTIARIO E CALZATURE - settore 048
B86C534CC6;DD 5922/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B8EF7C684D;DD 7251/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B86C44036E;DD 6277/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B8E6F619E1;DD 7004/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B7C8BE8031;DD 4971/2025;026900011001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI APPLICATIVI CONTABILITA' - settore 027
B87F8C194E;DD 6503/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B9261AF4B7;DD 8749/2025;136100012002;06;APP. AVANZO INVESTIMENTI 1547- CENTRI SPORTIVI - ACQUISTO MATERIALE VARIO - S.R.E. IVA - Sett. 10 - R. IVA
B9363C710F;DD 7795/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B7C8B3D313;DD 4970/2025;118630008003;01;SISTEMI INFORMATIVI - PN METRO PLUS - DIGITALIZZAZIONE E CHANGE MANAGEMENT - TO1.1.2.1.C - VEDASI CAP.032500002001 ENTRATA - SETT.27
B7C8440EBB;DD 5501/2025;118630008001;01;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27
B86C49CF56;DD 5996/2025;118630001001;01;SISTEMI INFORMATIVI - CONTRIBUTI AGLI INVESTIMENTI PER SISTEMA INFORMATIVO - settore 027
B9AC452AA3;DD 8828/2025;026900008001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI DI ENDPOINT MANAGEMENT ASSISTENZA PDL - settore 027
B92838C699;DD 7895/2025;003300003001;01;GABINETTO DEL SINDACO - COORD. AMM.VO - RAPPORTI CON LE ASSOCIAZIONI E CERIMONIALE - ACQUISTO DI MATERIALI - MATERIALI VARI - settore 001
B96119D94C;DD 8782/2025;132200004003;05;PNRR M5C2-I2.2 CUP C14H22000020006 PIU A2 -ACQUISTO ATTREZZATURE INFORMATICHE, IMPIANTI AUDIOVISIVI E SISTEMA DI VIDEOSORVEGLIANZA PER LE BIBLIOTECHE CIVICHE TORINESI - VED. CAP. 31520008 E. - S. 25
B9759765B4;DD 8647/2025;118630008001;01;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27
B959A4F53F;DD 8631/2025;;;
B967510ABA;DD 8622/2025;152160006001|152160012001;09;GESTIONE VERDE - ACQUISTI - PIANTAMENTI DI ALBERI - VEDASI CAP. 37450040 ENTRATA - Settore 046 || VERDE PUBBLICO - ACQUISTI PER RIQUALIFICAZIONE AREE VERDI - VEDASI CAP. 37450040 ENTRATA - sett. 046
B9794D1105;DD 8745/2025;004300032003|004300053001|004300070001|004300070002;19;COOPERAZIONE INTERNAZIONALE E PACE - ACQUISTO DI BENI E SERVIZI - AICS MAECI - PROGETTO ESPRIT - SENEGAL - INTERINALI - VEDASI CAP. 011480002 ENTRATA - SET. 004 - 1600 || COOPERAZIONE INTERNAZIONALE E PACE - ACQUISTO DI BENI E SERVIZI - AICS MAECI - PROGETTO ESPRIT - SENEGAL - VEDASI CAP. 011480002 ENTRATA - SET. 113 - 1600 || COOPERAZIONE INTERNAZIONALE E PACE - PRESTAZIONI DI SERVIZI - FORMAZIONE DOCUMENTAZIONE SENSIBILIZZAZIONE LOCALE E ATTIVITA' DI ORIENTAMENTO || COOPERAZIONE INTERNAZIONALE E PACE - PRESTAZIONI DI SERVIZI - URBAN FOOD POLICY - settore 113
B97D935114;DD 8684/2025;;;
B9591735A2;DD 8673/2025;;;
B999B4AC71;DD 8604/2025;003300003001;01;GABINETTO DEL SINDACO - COORD. AMM.VO - RAPPORTI CON LE ASSOCIAZIONI E CERIMONIALE - ACQUISTO DI MATERIALI - MATERIALI VARI - settore 001
B96D225B0A;DD 9066/2025;108500002008;01;APP. AVANZO INVESTIMENTI 741 - ORGANI ISTITUZIONALI PARTECIPAZIONE E DECENTRAMENTO - MANUTENZIONE STRAORDINARIA - settore 030
B95A6B1D34;DD 8218/2025;082400068001;06;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 050
B9846DCDFC;DD 8637/2025;;;
B9A903BE3E;DD 8998/2025;;;
B991F85928;DD 9008/2025;152000022001;09;FPV - PNRR M5C2-I2.2 CUP C18E22000010006 PIU A14-MANUTENZIONE STRAORDINARIA AREE VERDI PARCO TESORIERA E PARCO RIGNON - VEDASI CAP. 31520008 ENTRATA - SETT. 117
B966744808;DD 8383/2025;098700012002;14;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - AZIONI A SUPPORTO DELLE ATTIVITA' DEL DISTRETTO URBANO DEL COMMERCIO DI TORINO - SETT. 134
B976916A9A;DD 8658/2025;114000001001;01;SISTEMI INFORMATIVI - PROGETTO OTTIMIZZAZIONE GESTIONE ENTRATE TRIBUTARIE - ACQUISTO DI SERVIZI FINANZIATO DA FONDAZIONE COMPAGNIA DI SAN PAOLO - VEDASI CAP. 37800016 ENTRATA - sett. 027
B97DBE8B4C;DD 8985/2025;;;
B9993874BA;DD 8636/2025;003300003001;01;GABINETTO DEL SINDACO - COORD. AMM.VO - RAPPORTI CON LE ASSOCIAZIONI E CERIMONIALE - ACQUISTO DI MATERIALI - MATERIALI VARI - settore 001
B934FD39CB;DD 8350/2025;009150001001;01;GABINETTO DEL SINDACO - RIPROGRAFIA - UTILIZZO BENI DI TERZI - NOLEGGIO ATTREZZATURE - settore 001
B96AE2CB88;DD 8360/2025;046150029001|088810004002;04|12;LEGGE 285/97- PROGETTI LEGGE 285/97- PRESTAZIONI DI SERVIZI - ATTIVITA' FORMATIVE sett. 007 || PROGETTI EDUCATIVI- PRESTAZIONI DI SERVIZI- ATTIVITA' FORMATIVE- sett. 007
B95A89087E;DD 8281/2025;;;
B9BE46221F;DD 8939/2025;048800026001;05;BIBLIOTECHE CIVICHE - ACQUISTO DI SERVIZI - TRASPORTI E TRASLOCHI - settore 025
B9696462CF;DD 8356/2025;063320005002;09;PONTI - VIE D'ACQUA - INFRASTRUTTURE - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - settore 034
B957E41E76;DD 8832/2025;;;
B94CF0205C;DD 8092/2025;051400010005;05;CULTURA - PRESTAZIONI DI SERVIZI - SERVIZI PER INIZIATIVE CULTURALI - settore 065
B972902998;DD 8451/2025;164150001013;14;APP. AVANZO LEGGE - COMMERCIO - ACQUISTI DI BENI PER LA QUALIFICAZIONE DEI LUOGHI DEL COMMERCIO - VEDASI CAP. 37150000 ENTRATA - settore 016
B96F1DF987;DD 8640/2025;157900004001;12;SERVIZI SOCIALI - ACQUISTI PER ATTIVITA' SFEP - VEDASI CAP. 046500112 E - SETT. 019
B96C850DF1;DD 8518/2025;020650007001;01;EDILIZIA ABITATIVA PUBBLICA E PER IL SOCIALE - ACQUISTO DI SERVIZI - INCARICHI DI PROGETTAZIONE - Settore 063
B99C07045A;DD 9091/2025|DD 8900/2025;054300003002;06;PISCINE APERTE AL PUBBLICO TENNIS E PATTINAGGIO SU GHIACCIO - ACQUISTO DI MATERIALI - S.R.E. IVA - MATERIALI VARI - settore 005
B94976B091;DD 7907/2025;003610002001;01;GABINETTO DEL SINDACO - COORD. ATTIVITA' DI SUPPORTO AL CAPO GABINETTO - LOOK E SPONSORIZZAZIONI DELLA CITTA' - ATTIVITA' PROMOZIONALI URBANA DI LOOK E VARIE - settore 001
B95F3A6EFB;DD 8312/2025;012600024001;01;TRIBUTI E CATASTO - ACQUISTO DI SERVIZI - SERVIZI INFORMATICI - settore 013
B9614A7B52;DD 9049/2025|DD 8681/2025;136100010002;06;PNRR M5C2-I2.2 CUP C12H22000010006 PIU A26 - MANUTENZIONE STRAORDINARIA DIFFUSA PISCINE LOMBARDIA E FRANZOJ - S.R.E. IVA - VEDASI CAP. 31520008 ENTRATA - SETT 62
B9C35A407A;DD 8990/2025;;;
B9625FFB53;DD 8579/2025;001500001004|003100000008|005900000007|008400000007|010600001007|017300000006|017500004001|022600001006|026100000006|028000000003|033900001007|048600001006|059000001004|087800001006;01|03|05|07|15;ALTRI SERVIZI GENERALI - PRESTAZIONI DI SERVIZI - SPESE DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || AVVOCATURA - SPESE GENERALI DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || BIBLIOTECHE CIVICHE - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 030 || DEMOLIZIONE STRUTTURE - settore 030 || EDIFICI COMUNALI GESTIONE TECNICA - ACQUISTO DI SERVIZI - ATTUAZIONE DISPOSTI DI LEGGE - D.LGS.81/2008 - settore 030 || ELEZIONI E CONSULTAZIONI POPOLARI - ANAGRAFE E STATO CIVILE - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || GESTIONE ECONOMICO, FINANZIARIA, PROGRAMMAZ. E PROVVEDITORATO - SPESE GENERALI DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || ORGANI ISTITUZIONALI - COORD. AMM.VO - RAPPORTI CON LE ASSOCIAZIONI E CERIMONIALE - SPESE GENERALI DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || PARTECIPAZIONI COMUNALI - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 030 || POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || SEGRETERIA GENERALE - SPESE GENERALI DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030 || SERVIZI PER LO SVILUPPO DEL MERCATO DEL LAVORO - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 030 || TURISMO - SPESE GENERALI - MANUTENZIONE E PULIZIA LOCALI - settore 030 || UFFICIO TECNICO - SPESE GENERALI DI FUNZIONAMENTO - MANUTENZIONE E PULIZIA LOCALI - settore 030
B96A22C472;DD 8707/2025;063320005002;09;PONTI - VIE D'ACQUA - INFRASTRUTTURE - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - settore 034
B966517C60;DD 8424/2025;098700001012|098700011001;14;APP. AVANZO TRASFERIMENTI - COMMERCIO E ATTIVITA' PRODUTTIVE - ACQUISTO DI SERVIZI - INIZIATIVE PER LA QUALIF. E PROMOZIONE DEI LUOGHI DEL COMMERCIO VEDASI CAP. 015000087001 ENTRATA- settore 016 1475 || COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - ATTIVITA' DI PROMOZIONE DEL COMMERCIO - SETT. 134
B980945AA6;DD 8569/2025;048700002001;05;BIBLIOTECHE CIVICHE - ACQUISTO DI MATERIALI - MATERIALE TECNICO E VARIO - settore 025
B967E572A6;DD 8550/2025;018940004001;01;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - FORMAZIONE ED INFORMAZIONE - PUBBLICAZIONI - D.LGS.81/2008 - settore 111
B94E39AEEF;DD 8726/2025|DD 8543/2025;002620004001;01;ALTRI SERVIZI GENERALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE MOBILI E ATTREZZATURE - settore 005
B966A6B1FF;DD 8970/2025;056720011002;01;INFRASTRUTTURE PER IL COMMERCIO E LO SPORT - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - S.R.E. IVA - settore 062 - R.IVA
B94E3EE444;DD 8113/2025;080200003001;12;ASILI NIDO ED INTERVENTI INNOVATIVI PER LA PRIMA INFANZIA - ACQUISTO DI SERVIZI - GESTIONE ESTERNA NIDI - S.R.E. IVA - settore 007 - R.IVA
B9356ABF95;DD 8088/2025;;;
B9551F613D;DD 8724/2025;;;
B96B306C76;DD 8580/2025;017500001001;01;EDIFICI COMUNALI GESTIONE TECNICA - ACQUISTO DI SERVIZI - INCARICHI PROFESSIONALI ALLA PROGETTAZIONE - settore 030
B968540678;DD 8508/2025;018940003001;01;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - ATTUAZIONE DISPOSTI DI LEGGE - D.LGS.81/2008 - settore 111
B8B82F7D81;DD 7218/2025;;;
B9695124A3;DD 8905/2025;056720011002;01;INFRASTRUTTURE PER IL COMMERCIO E LO SPORT - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - S.R.E. IVA - settore 062 - R.IVA
B974669D11;DD 8598/2025;098700008001;14;COMMERCIO E ATTIVITA' PRODUTTIVE - ACQUISTO DI SERVIZI - GESTIONE E SISTEMAZIONE AREE MERCATALI - MANUTENZIONE E GESTIONE ATTREZZATURE DIVERSE E SERVIZI DIVERSI PER IL COMMERCIO - settore 016
B98BCECB9F;DD 8564/2025;026900017001;01;SISTEMI INFORMATIVI - ACQUISTO DI BENI E SERVIZI - LICENZE D'USO PER SOFTWARE - SETT. 27
B9797A34D4;DD 8748/2025;004300066001|097200038001|097500004005|097500004006;14|19;APP. AVANZO TRASFERIMENTI 1473- TRANSIZIONE ECOLOGICA FONDI EUROPEI- ACQUISTO DI BENI E SERVIZI - PROGETTO LET'S GOV - VEDASI CAP. 012700002 ENTRATA - Set.068 || FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EUROPEO COFARM4CITIES - FINANZ. MINISTERO - VEDASI CAP. 5100011 ENTRATA - sett. 068 || INNOVAZIONE FONDI EUROPEI - PRESTAZIONI DI SERVIZI - PROGETTO EUROPEO COFARM4CITIES - VEDASI CAP. 12500070001 ENTRATA - settore 068 || TRANSIZIONE ECOLOGICA FONDI ACQUISTO DI BENI E SERVIZI - PROGETTO LET'S GOV - VEDASI CAP. 012700002 ENTRATA - Set.068
B976A8BE68;DD 8895/2025;157400005005;12;APP. AVANZO LEGGI 900 - ACQUISTO BENI IMMOBILI - VEDASI CAP. 29400000 ENTRATA - sett.019
B9419E9E09;DD 8337/2025;118630001001;01;SISTEMI INFORMATIVI - CONTRIBUTI AGLI INVESTIMENTI PER SISTEMA INFORMATIVO - settore 027
B9646E730A;DD 8517/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B941A6CA25;DD 8096/2025;026900003001;01;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SISTEMA INFORMATIVO COMUNALE - settore 027
B94EB452DE;DD 8019/2025;012600029001;01;TRIBUTI E CATASTO - ACQUISTO DI SERVIZI - ACCESSO A BANCHE DATI E PUBBLICAZIONI ONLINE - settore 013
B98D9F7330;DD 8620/2025;086300011001|086300027001;12;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - PROGETTI DI INCLUSIONE SOCIALE, OCCUPAZIONALE E DI ACCOGLIENZA - settore 019 || SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - STRANIERI E E MINORANZE ETNICHE - settore 019
B968532AE9;DD 8896/2025;148250005002;11;PROTEZIONE CIVILE - FONDAZIONE CRT - AMMODERNAMENTO DEL SISTEMA DI TELECOMUNICAZIONI ALTERNATIVE DI EMRGENZA DELLA STRUTTURA COMUNALE DELLA PROT. CIVILE DELLA CITTA' - V. CAP. 037800015 E - sett. 028
B9B38A15C0;DD 8996/2025;;;
B96B90B425;DD 8484/2025;;;
B98DD2B7DE;DD 8744/2025;108400502001;01;APPLICAZIONE AVANZO INVESTIMENTI 1547 - GABINETTO DEL SINDACO - ACQUISTO ATTREZZATURE CENTRO STAMPA - Sett. 001
B9561BC57F;DD 8065/2025;070100010001;08;EDILIZIA RESIDENZIALE PUBBLICA - ACQUISTO DI SERVIZI - CONTROLLI SU AUTOCERTIFICAZIONI - COLLEGAMENTI A BANCHE DATI E DIRITTI DI SEGRETERIA - settore 104
B99DE67EA6;DD 9053/2025;018940003001|148250005001;01|11;PROTEZIONE CIVILE - AMMODERNAMENTO TECNOLOGICO DELLA SALA UNITA' DI CRISI - VEDASI CAP. 037800015 ENTRATA - sett. 028 || SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - ATTUAZIONE DISPOSTI DI LEGGE - D.LGS.81/2008 - settore 111
B9730781C9;DD 8740/2025;163400028002;01;"APP. AVANZO ACCANTONAMENTI 1526 - ACQUISIZIONE STRUMENTAZIONI TECNOLOGICHE PER ATTIVITA' DI IMPLEMENTAZIONE DEL ""PROGETTO DRONI""- sett. 029"
